lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,lag_15,lag_16,lag_17,lag_18,lag_19,lag_20,lag_21,lag_22,lag_23,lag_24,lag_25,lag_26,lag_27,lag_28,lag_29,lag_30
-0.6927788208775478,-0.6917808211897524,-0.6912322682714144,-0.6907110378283827,-0.6903653663321176,-0.6897266644268464,-0.6901074309131998,-0.6893753353490665,-0.6888858589227361,-0.688082092965424,-0.6879417970993416,-0.6872279758840345,-0.6862571171187263,-0.6857439388631427,-0.6844489278316485,-0.6836849308781752,-0.6827416548515218,-0.6806318275857411,-0.6815604430060128,-0.681702432103385,-0.6823777866129869,-0.681671131980107,-0.6814763577259064,-0.6807629454498652,-0.6799326935495693,-0.6804707665310946,-0.6804906024693306,-0.6803359599438249,-0.679848859714872,-0.679423516939993
-0.6929322959344616,-0.692178692610908,-0.691166142297075,-0.6906337054424762,-0.6900362100392744,-0.6896920623262188,-0.6890963981973462,-0.689472411646068,-0.688770772578689,-0.6883432855700116,-0.6874959421328402,-0.6873350144560303,-0.6866377492203178,-0.6856286510021024,-0.6850947815341314,-0.6838215072524744,-0.683125591040238,-0.6822077248824974,-0.6800714106380611,-0.6810119020145956,-0.6810605482851654,-0.6818022173437416,-0.6810904438804428,-0.681001304032888,-0.680176422575809,-0.6795367905667973,-0.680104467602048,-0.680257362195391,-0.6801224773966987,-0.6798041054672885
-0.6931846894528505,-0.6923323472557977,-0.691564458749278,-0.6905675014123369,-0.6899588112708612,-0.6893626202854848,-0.6890617593768332,-0.6884603288660068,-0.6888679615473535,-0.6882280400589241,-0.6877574568023851,-0.6868886439148172,-0.686744918419476,-0.6860096926721305,-0.6849793796688219,-0.6844680622301996,-0.6832623509970909,-0.6825922119708456,-0.6816494396818422,-0.6795208020216911,-0.6803693076221009,-0.6804832858480606,-0.6812216955429469,-0.6806147623940786,-0.6804150793964217,-0.6797809772570447,-0.6791686601919591,-0.6798703271791243,-0.6800436922098367,-0.6800784958349021
-0.6934351924582123,-0.6925850361110447,-0.6917182852614693,-0.690966288041495,-0.6898925504108515,-0.6892851543254811,-0.6887319677309093,-0.688425654069422,-0.6878547040928001,-0.6883253634421503,-0.6876420691871954,-0.6871504609929041,-0.6862980031389591,-0.6861169771876827,-0.6853607981380789,-0.6843525350602417,-0.6839097750578808,-0.6827291681608544,-0.6820344468733776,-0.681101022268496,-0.678876673246678,-0.6797911566696461,-0.6799010908107541,-0.6807462275729447,-0.6800280541113124,-0.6800200822172929,-0.6794133257111094,-0.6789323382356882,-0.6796557341997629,-0.6799994881617092
-0.6933519647534011,-0.6928358322410914,-0.6919712567567349,-0.6911202961321289,-0.6902916793604458,-0.6892188359429466,-0.688654419563724,-0.6880955199000586,-0.6878199890508916,-0.6873107046294128,-0.687739512575547,-0.6870349399465744,-0.6865601397319774,-0.6856695810165839,-0.6854681887436624,-0.6847343676779791,-0.6837940925991843,-0.6833775211928834,-0.682171588326697,-0.6814865640692805,-0.6804585195831706,-0.6782966036736537,-0.6792080835762647,-0.6794234745196354,-0.6801596837812474,-0.6796323301925506,-0.6796528995354288,-0.6791775741136358,-0.6787155083579853,-0.6796104345731688
-0.6934659220704966,-0.6927525071478489,-0.6922223334097305,-0.6913735662376244,-0.6904458196523946,-0.6896183113852496,-0.6885880308038611,-0.688017891190915,-0.6874894717111043,-0.6872759415758092,-0.6867236026322584,-0.6871324960158438,-0.6864444777066885,-0.6859319996742893,-0.6850203501576114,-0.6848418748894947,-0.684176438466797,-0.6832616727445621,-0.6828208183985243,-0.6816238959530413,-0.6808444581169725,-0.6798804833030738,-0.6777116345449972,-0.6787293399212653,-0.6788352756808347,-0.679764207031086,-0.6792643871626253,-0.6794177064271073,-0.6789613290698293,-0.6786675535698554
-0.6931380233673549,-0.6928665978114589,-0.6921389151148869,-0.6916249392641579,-0.690699307166215,-0.6897725854898106,-0.6889879301710753,-0.6879514334793166,-0.6874117529021525,-0.6869449671229979,-0.6866887967138829,-0.6861154113015748,-0.6865421528309141,-0.6858162131941404,-0.685283028312258,-0.6843935500352506,-0.6842840901868231,-0.6836445672298982,-0.6827048132397463,-0.6822740275259545,-0.6809819313189833,-0.680266917919253,-0.6792975235321699,-0.6772304565105234,-0.6781402725715557,-0.6784373120134255,-0.6793965226001931,-0.6790282883629317,-0.6792020340463131,-0.6789140684699144
-0.6934121076393234,-0.6925383154194912,-0.6922531333923058,-0.6915414225014763,-0.6909508959726113,-0.6900262930617734,-0.6891423679919231,-0.68835174818424,-0.6873452180563708,-0.6868671408271596,-0.686357414151228,-0.6860805651345699,-0.6855238268922181,-0.6859139934189284,-0.6851671273347723,-0.6846565134088033,-0.683835162705499,-0.68375237341646,-0.6830882256739245,-0.6821578612859495,-0.6816327318949981,-0.6804045678282441,-0.6796844483910275,-0.6788189253754722,-0.6766395137369461,-0.6777410038568435,-0.6780670256565853,-0.6791607318316825,-0.6788116873052826,-0.6791554531879737
-0.6936836444825975,-0.6928127204096313,-0.6919244838066948,-0.6916557756033586,-0.690867307518723,-0.6902781002780023,-0.6893963447993596,-0.6885063464050684,-0.6877459973867992,-0.6868005139621677,-0.6862794918912536,-0.6857487993700173,-0.6854889381998335,-0.6848945717393294,-0.6852650042511198,-0.6845404865847277,-0.6840984795478555,-0.6833028017812592,-0.6831961776920185,-0.6825418061149453,-0.6815164461167671,-0.6810562049382368,-0.6798222729268695,-0.6792064796723627,-0.6782299701163348,-0.6762374269610718,-0.6773693521001517,-0.6778281355944739,-0.6789444466227197,-0.6787640041227927
-0.6936008279769063,-0.6930845749902175,-0.692199195726998,-0.6913267380762992,-0.6909817587818796,-0.69019443925912,-0.6896484192343971,-0.688760586994231,-0.6879007750421462,-0.6872018475795566,-0.6862127828716446,-0.6856707870028338,-0.685156767556744,-0.6848596455059515,-0.6842445744998769,-0.684638469776936,-0.6839822967634187,-0.6835664964498167,-0.6827459979124939,-0.6826499080319207,-0.6819007860354527,-0.6809397696871746,-0.6804747367234705,-0.6793445284171247,-0.678618009326577,-0.6778308698318602,-0.6758628268206065,-0.6771288356370176,-0.677608672435138,-0.6788971383474249
-0.6951280089719994,-0.6930016615772573,-0.6924713543850379,-0.6916017742694598,-0.6906524388073619,-0.690308989879961,-0.6895646694341125,-0.6890129232351802,-0.6881553107158028,-0.6873568392959333,-0.6866146113556266,-0.6856040008427057,-0.6850786599852433,-0.6845271174400107,-0.6842096137291271,-0.6836169320315478,-0.6840804116621886,-0.6834501469578511,-0.6830100492859753,-0.6821991031464781,-0.682008999192246,-0.6813246036333902,-0.6803581537591161,-0.6799980536227286,-0.6787562307998573,-0.678219637685641,-0.6774593942945446,-0.6756187983793663,-0.6769077048003322,-0.6775575919850253
-0.694792305007513,-0.694530629594615,-0.6923883482309533,-0.6918742541864596,-0.6909277110929658,-0.6899793840154568,-0.6896793416165231,-0.6889290864518867,-0.688407939830963,-0.6876117269982356,-0.6867697941853796,-0.6860062939903572,-0.6850117923209768,-0.6844489258230609,-0.6838767568374211,-0.6835819332999986,-0.6830575007912582,-0.6835484026390303,-0.6828935424057815,-0.6824635211736471,-0.6815577304162939,-0.6814329558865301,-0.6807434759173517,-0.679881281004621,-0.6794105737053303,-0.6783581187053298,-0.6778489244883393,-0.6772190877357643,-0.6753940664343088,-0.6768546448446379
-0.694842669377777,-0.6941945328080198,-0.6939190264446252,-0.6917911500510323,-0.6912004249080886,-0.6902548952710478,-0.6893493859729785,-0.6890438777334643,-0.6883240057424562,-0.6878647055052275,-0.6870249961783454,-0.6861616562693678,-0.6854145764169973,-0.6843819862077303,-0.683798487899424,-0.6832487149885214,-0.6830224550152874,-0.6825240240210129,-0.682991930999338,-0.6823468525155512,-0.681822420536817,-0.6809811070532177,-0.6808519656294474,-0.680267229993663,-0.6792936549796912,-0.6790136903081032,-0.6779876770572868,-0.6776095259936525,-0.6769981721305819,-0.6753367320222124
-0.694356614466764,-0.6942449561118688,-0.6935825537237534,-0.6933236350934645,-0.691117249435656,-0.6905278458350925,-0.689625189602198,-0.6887135793961513,-0.6884389302566044,-0.6877806553339607,-0.6872782866218571,-0.6864171533710658,-0.6855701282961986,-0.6847852037082163,-0.6837314820897702,-0.6831703610652277,-0.6826887888000721,-0.6824889279588079,-0.6819661666843745,-0.6824453777285092,-0.6817056318234932,-0.6812461374043545,-0.680399543566996,-0.680375896193646,-0.6796800868735012,-0.6788965520374498,-0.6786445341790659,-0.6777486020194918,-0.6773895414982636,-0.676945367651141
-0.6946860727177877,-0.6937583324464315,-0.6936330334275711,-0.6929867651966326,-0.6926510499709104,-0.6904445981561843,-0.6898984298224553,-0.6889896694765556,-0.688108248558326,-0.6878957387913348,-0.687194132812071,-0.6866707367128454,-0.685825937200089,-0.6849409229646296,-0.6841350983184143,-0.6831032824999091,-0.6826103295553902,-0.682154782974983,-0.6819310231470413,-0.6814181890684885,-0.6818042584215798,-0.6811291985717307,-0.6806649101436772,-0.6799227381442284,-0.6797888890381523,-0.6792837095566479,-0.678527166210432,-0.6784069903919322,-0.6775289491899863,-0.6773378422308317
-0.6948747128213959,-0.6940881762111772,-0.6931458654590551,-0.6930373044872269,-0.6923138909032749,-0.6919797302177605,-0.6898150938007827,-0.6892631934856269,-0.6883846590828494,-0.6875645997527209,-0.6873093581737261,-0.6865864855898531,-0.6860798300085567,-0.6851970071244756,-0.6842909715603371,-0.6835073369796114,-0.6825431608247384,-0.6820762111512573,-0.6815964261587765,-0.6813829967319108,-0.6807760127564417,-0.6812279519436762,-0.6805478229589025,-0.6801885364114879,-0.6793351639910511,-0.6793927160253799,-0.6789150829119176,-0.6782893488177094,-0.6781889076745998,-0.6774776436045022
-0.6947432569758953,-0.6942770370509432,-0.6934760781638862,-0.6925495614604859,-0.6923644735770488,-0.6916422784548475,-0.6913518549505432,-0.6891797709106983,-0.6886585005577277,-0.687841392559308,-0.686977810822325,-0.6867018441950227,-0.6859954760676277,-0.6854511731271384,-0.6845473089531535,-0.6836633794704603,-0.682947758424388,-0.6820089460420142,-0.6815177480494116,-0.6810479351324682,-0.6807407842059908,-0.6801983845795904,-0.6806467016123717,-0.6800712587527087,-0.6796012948288166,-0.6789381389926672,-0.6790243031328724,-0.6786781698219514,-0.6780709855509696,-0.678139465786438
-0.6950824937425774,-0.6941454273831235,-0.6936651502501324,-0.6928801639518879,-0.6918763118692551,-0.6916929050405644,-0.6910140450824915,-0.6907181281491446,-0.6885749811583369,-0.6881156127631955,-0.6872549449297832,-0.6863699134511667,-0.6861109754535174,-0.6853667284195306,-0.684801726291986,-0.683919995197312,-0.6831040106636587,-0.6824141241877947,-0.6814503919493425,-0.6809691477730792,-0.6804053778190335,-0.6801631107466358,-0.6796158281078909,-0.6801702982590768,-0.679483870430592,-0.6792047695596101,-0.6785688347140586,-0.6787876446546475,-0.6784607338082091,-0.678021210655276
-0.6953325880561309,-0.6944850611058028,-0.6935333933729751,-0.6930694592208254,-0.6922071981514887,-0.6912043195487465,-0.6910647253933404,-0.6903799674298833,-0.6901151238920447,-0.6880319778545693,-0.6875295032623802,-0.6866473680290655,-0.685778639629788,-0.6854823520852767,-0.6847171980798609,-0.6841746887853634,-0.6833609713269659,-0.6825706006291689,-0.6818561181875074,-0.680901698144383,-0.680326509385305,-0.6798272732309281,-0.6795805095254817,-0.6791377477597584,-0.6795830338565743,-0.6790871246668407,-0.6788359881203981,-0.6783311144580216,-0.6785704697144215,-0.678412059546571
-0.6953762127725256,-0.6947354480658126,-0.6938734069860997,-0.6929375468164561,-0.6923966559124315,-0.691535493080713,-0.690575621412676,-0.6904307003775851,-0.6897765706863395,-0.6895742506408267,-0.6874457652272763,-0.6869222438535462,-0.6860564328062269,-0.6851496586609581,-0.6848329360819421,-0.6840900687915512,-0.6836160072677819,-0.682827929998368,-0.6820128062976172,-0.6813079877616335,-0.6802589903491032,-0.6797483034203309,-0.6792442459561122,-0.6791023717221133,-0.6785491914156432,-0.6791864742976902,-0.6787181125362063,-0.6785988906464192,-0.6781128507931932,-0.6785221053427527
-0.6992292525802902,-0.6947791238294243,-0.6941240740113896,-0.6932779617852475,-0.6922646302737948,-0.6917251153141474,-0.6909071463872979,-0.6899410884108035,-0.6898273625172678,-0.6892352292083117,-0.6889899397213558,-0.686838408986027,-0.6863316440822024,-0.685427750748909,-0.6844999136683408,-0.6842059324632619,-0.683531273529886,-0.6830833318833438,-0.6822704837612755,-0.6814648934440765,-0.6806656980494394,-0.6796806975956872,-0.6791651759620173,-0.6787655611290137,-0.6785137711150054,-0.6781506905513586,-0.6788176569830577,-0.6784807402732965,-0.6783812655691944,-0.6780631941233298
-0.6979471512753359,-0.6986366722500804,-0.6941677986276452,-0.6935289247005465,-0.6926053374564971,-0.6915929750611205,-0.6910969698485925,-0.6902729577091097,-0.6893371822820601,-0.6892860912855014,-0.6886505002566251,-0.6883843691220292,-0.686247706904734,-0.6857032581582153,-0.6847782807521584,-0.6838725484501639,-0.6836472929426525,-0.6829984765633037,-0.682526231133365,-0.6817229287108054,-0.6808227651921045,-0.6800879280749252,-0.6790974843705734,-0.6786863625061671,-0.6781765390997854,-0.6781152037399856,-0.6777798421547115,-0.6785805167759407,-0.6782628334332903,-0.6783323668923125
-0.6972351562381015,-0.6973530707014847,-0.6980296618312244,-0.6935727009298017,-0.6928565157996174,-0.6919339780192979,-0.6909646893678091,-0.6904629783221079,-0.6896694367646686,-0.6887952331198416,-0.6887014250495749,-0.6880445371386156,-0.6877955536913338,-0.6856192306625147,-0.6850540606014299,-0.684151217788104,-0.6833134608030845,-0.6831146624491814,-0.6824412610278776,-0.6819790312058993,-0.6810810659841533,-0.6802451971104688,-0.6795052314747527,-0.678618560796024,-0.6780972413825153,-0.6777773384848186,-0.6777442857567819,-0.6775402826168305,-0.678362847881056,-0.6782136003086215
-0.6974636425393617,-0.6966402425272562,-0.6967446245360254,-0.6974391227175707,-0.6929003296066066,-0.6921853744159183,-0.6913060541996675,-0.6903305604540808,-0.6898596779252065,-0.6891279471179821,-0.6882099616285922,-0.6880955208196285,-0.6874553069855742,-0.6871687429659902,-0.6849699500137789,-0.6844272970822496,-0.6835925047213938,-0.6827803513029235,-0.6825576040806703,-0.6818939431135138,-0.6813374320156923,-0.6805038299203385,-0.6796627000265664,-0.6790269712112552,-0.678029354837925,-0.677697891865665,-0.6774057579771782,-0.6775046433306197,-0.6773201329911426,-0.6783138971933327
-0.6976426683562283,-0.6968689961904785,-0.6960309990422306,-0.6961525685507508,-0.6967700703501686,-0.6922292262586469,-0.6915577173791333,-0.6906722798293541,-0.6897271063663006,-0.6893184513863868,-0.6885430858815322,-0.6876034890835421,-0.6875063528857803,-0.6868281301473599,-0.6865209945775997,-0.6843430951663728,-0.6838689551144363,-0.6830597956137888,-0.6822228407052012,-0.6820104477167228,-0.6812522563653414,-0.6807605254827723,-0.6799216609458655,-0.679184695928299,-0.6784382762619746,-0.6776298778466062,-0.6773261555701008,-0.6771653263826121,-0.6772844087130341,-0.6772682377167619
